#title: Spectral profile
#date: Fri Jan 26 09:37:06 2024
#telescopes:
#  iram: [100000.0, 150000.0]
#  jcmt: [200000.0, 300000.0]
#vlsr [km/s]: 3.0
#xLabel: frequency [MHz]
#yLabel: [Kelvin] Mean
147090.0000	0.053
147090.0938	0.022
147090.2031	0.012
147090.2969	3.885e-03
147090.4062	-0.043
147090.5000	-0.054
147090.5938	0.049
147090.7031	0.057
147090.7969	-0.252
147090.9062	-0.159
147091.0000	0.041
147091.0938	0.160
147091.2031	0.142
147091.2969	-0.157
147091.4062	0.032
147091.5000	0.235
147091.5938	0.011
147091.7031	-7.114e-03
147091.7969	9.852e-03
147091.9062	-0.168
147092.0000	0.095
147092.0938	0.056
147092.2031	0.149
147092.2969	-0.067
147092.4062	0.014
147092.5000	-0.033
147092.5938	-0.035
147092.7031	-0.033
147092.7969	-0.088
147092.9062	0.067
147093.0000	-0.031
147093.0938	-0.054
147093.2031	0.103
147093.2969	-0.028
147093.4062	0.132
147093.5000	-0.049
147093.5938	-0.035
147093.7031	0.063
147093.7969	-0.118
147093.9062	-0.042
147094.0000	0.058
147094.0938	-0.016
147094.2031	-0.106
147094.2969	0.028
147094.4062	-0.092
147094.5000	0.059
147094.5938	0.021
147094.7031	0.026
147094.7969	0.033
147094.9062	0.050
147095.0000	6.249e-03
147095.0938	3.614e-03
147095.2031	-0.031
147095.2969	0.027
147095.4062	-0.012
147095.5000	-0.170
147095.5938	5.541e-03
147095.7031	-0.023
147095.7969	-0.044
147095.9062	5.481e-03
147096.0000	0.057
147096.0938	-0.042
147096.2031	-0.100
147096.2969	0.147
147096.4062	2.855e-04
147096.5000	-0.072
147096.5938	0.123
147096.7031	0.018
147096.7969	0.048
147096.9062	-0.036
147097.0000	-0.018
147097.0938	-0.107
147097.2031	-0.147
147097.2969	-0.097
147097.4062	2.915e-03
147097.5000	-0.124
147097.5938	-0.222
147097.7031	0.061
147097.7969	0.015
147097.9062	-0.104
147098.0000	0.059
147098.0938	-0.134
147098.2031	0.097
147098.2969	-0.162
147098.4062	0.094
147098.5000	-0.210
147098.5938	-0.066
147098.7031	0.047
147098.7969	-0.057
147098.9062	-0.024
147099.0000	-0.038
147099.0938	0.098
147099.2031	0.140
147099.2969	0.080
147099.4062	0.038
147099.5000	0.041
147099.5938	-0.141
147099.7031	-0.014
147099.7969	0.018
147099.9062	-0.037
147100.0000	-0.184
147100.0938	0.190
147100.2031	-0.087
147100.2969	-0.142
147100.4062	-0.128
147100.5000	-0.219
147100.5938	0.040
147100.7031	-0.077
